Food_Name,Ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region
Poha,"Flattened rice, peanut, onion, curry leaves",vegetarian ,10,15,spicy ,breakfast,Maharashtra, West
Potol Posto,"pointed gourd, mustard oil, poppy seeds",vegetarian,15,20,savory,main course,West Bengal,East
Prawn 65,"prawn, curry leaves, spices, yogurt",non vegetarian,20,15,spicy,starter,Tamil Nadu,South
Prawn Balchao,"prawn, vinegar, chili, spices",non vegetarian,20,35,spicy,main course,Goa,West
Prawn Bhapa,"prawn, mustard paste, coconut, chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Prawn Bhuna,"prawn, onion, tomato, spices",non vegetarian,20,30,spicy,main course,West Bengal,East
Prawn Biryani,"prawn, rice, onion, spices, yogurt",non vegetarian,30,45,spicy,main course,Hyderabad,South
Prawn Caldine,"prawn, coconut milk, turmeric, spices",non vegetarian,20,30,mild,main course,Goa,West
Prawn Chaat,"prawn, onion, tomato, lemon juice",non vegetarian,10,10,tangy,snack,Mumbai,West
Prawn Chettinad,"prawn, coconut, pepper, spices",non vegetarian,20,35,spicy,main course,Tamil Nadu,South
Prawn Chop,"prawn, potato, spices, breadcrumbs",non vegetarian,20,15,spicy,snack,West Bengal,East
Prawn Chorchori,"prawn, vegetables, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Prawn Chowmein,"prawn, noodles, vegetables, sauces",non vegetarian,15,20,savory,main course,West Bengal,East
Prawn Chukka,"prawn, onion, chili, spices",non vegetarian,20,25,spicy,starter,Tamil Nadu,South
Prawn Curry,"prawn, onion, tomato, spices, oil",non vegetarian,20,30,spicy,main course,West Bengal,East
Prawn Cutlet,"prawn, potato, breadcrumbs, spices",non vegetarian,20,15,savory,snack,West Bengal,East
Prawn Egg Fried Rice,"prawn, egg, rice, vegetables",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Frankie,"prawn, roti, vegetables, sauce",non vegetarian,15,15,savory,snack,Maharashtra,West
Prawn Fried Rice,"prawn, rice, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Fried Rice,"prawn, capsicum, rice, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Gassi,"prawn, coconut, tamarind, spices",non vegetarian,20,35,spicy,main course,Karnataka,South
Prawn Hakka Noodles,"prawn, noodles, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Hakka Noodles,"prawn, capsicum, noodles, vegetables",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Jhal,"prawn, mustard paste, chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Prawn Kathi Roll,"prawn, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Prawn Kebab,"prawn, yogurt, spices, oil",non vegetarian,20,20,spicy,starter,Delhi,North
Prawn Keema,"prawn, onion, spices, herbs",non vegetarian,20,25,spicy,main course,Goa,West
Prawn Korma,"prawn, yogurt, onion, spices",non vegetarian,20,35,spicy,main course,Mughlai,North
Prawn Kosha,"prawn, onion, tomato, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
Prawn Malai Curry,"prawn, coconut milk, onion, ginger",non vegetarian,20,35,spicy,main course,West Bengal,East
Prawn Manchurian,"prawn, corn flour, sauces",non vegetarian,20,20,spicy,starter,Delhi,North
Prawn Masala,"prawn, onion, tomato, spices",non vegetarian,20,30,spicy,main course,Maharashtra,West
Prawn Moilee,"prawn, coconut milk, curry leaves",non vegetarian,20,30,mild,main course,Kerala,South
Prawn Momos,"prawn, flour, vegetables",non vegetarian,25,20,savory,snack,Sikkim,East
Prawn Pakora,"prawn, gram flour, spices, oil",non vegetarian,15,15,spicy,snack,Goa,West
Prawn Paturi,"prawn, mustard paste, banana leaf",non vegetarian,25,20,spicy,main course,West Bengal,East
Prawn Pepper Fry,"prawn, black pepper, onion, spices",non vegetarian,15,20,spicy,starter,Tamil Nadu,South
Prawn Pulao,"prawn, rice, onion, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
Prawn Pulimunchi,"prawn, tamarind, chili, spices",non vegetarian,20,30,spicy,main course,Karnataka,South
Prawn Roast,"prawn, onion, tomato, spices",non vegetarian,20,25,spicy,main course,Kerala,South
Prawn Roll,"prawn, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Prawn Saag,"prawn, spinach, onion, spices",non vegetarian,20,30,spicy,main course,West Bengal,East
Prawn Sandwich,"prawn, bread, butter, vegetables",non vegetarian,10,5,savory,snack,Goa,West
Prawn Spring Roll,"prawn, flour wrapper, vegetables",non vegetarian,25,15,savory,starter,Delhi,North
Prawn Stew,"prawn, coconut milk, potato, spices",non vegetarian,20,30,mild,main course,Kerala,South
Prawn Stuffed Paratha,"prawn, wheat flour, spices",non vegetarian,25,20,savory,breakfast,West Bengal,East
Prawn Sukka,"prawn, coconut, onion, spices",non vegetarian,20,30,spicy,main course,Goa,West
Prawn Theeyal,"prawn, roasted coconut, tamarind",non vegetarian,20,35,spicy,main course,Kerala,South
Prawn Thokku,"prawn, onion, tomato, spices",non vegetarian,20,25,spicy,main course,Tamil Nadu,South
Prawn Tikka,"prawn, yogurt, spices, lemon juice",non vegetarian,20,20,spicy,starter,Punjab,North
Prawn Ularthiyathu,"prawn, coconut slices, spices",non vegetarian,20,30,spicy,main course,Kerala,South
Prawn Varuval,"prawn, curry leaves, chili, spices",non vegetarian,20,20,spicy,starter,Tamil Nadu,South
Prawn Vindaloo,"prawn, vinegar, chili, spices",non vegetarian,20,35,spicy,main course,Goa,West
Prawn Xacuti,"prawn, coconut, chili, spices",non vegetarian,20,35,spicy,main course,Goa,West
Puliyogare,"Rice, peanut, curry leaves,  red chilies",vegetarian ,15,20,tangy ,main course,Karnataka,South
Puliyogare,"rice, tamarind, peanut, ghee",vegetarian,15,20,tangy,main course,Karnataka,South
Puran Poli,"chana dal, ghee, jaggery, wheat flour",vegetarian,30,30,sweet,main course,Maharashtra,West
Puran Poli,"chana dal, jaggery, wheat flour, ghee",vegetarian,30,30,sweet,main course,Maharashtra,West
Rabri,"milk, sugar, saffron, cardamom powder",vegetarian,15,60,sweet,dessert,Uttar Pradesh,North
Rabri Malpua,"flour, milk, ghee, sugar syrup",vegetarian,25,30,sweet,dessert,Rajasthan,North
Ragda Pattice,"White peas, potato patties, peanut",vegetarian ,25,35,spicy,snack ,Maharashtra ,West
Rajbhog,"chhena, milk, sugar syrup, saffron",vegetarian,30,25,sweet,dessert,West Bengal,East
Rasgulla,"chhena, milk, sugar",vegetarian,30,20,sweet,dessert,West Bengal,East
Rasmalai,"chhena, milk, sugar, saffron",vegetarian,30,30,sweet,dessert,West Bengal,East
Rava Kesari,"semolina, ghee, sugar, saffron",vegetarian,10,20,sweet,dessert,Tamil Nadu,South
Sabudana Khichdi,"Sabudana (sago pearls), peanut, green chilies, lemon juice",vegetarian,20,20,spicy,main course,Maharashtra,West
Sabudana Vada,"Sabudana (sago pearls), peanut, boiled potatoes, green chilies",vegetarian,30,15,spicy,snack,Maharashtra,West
Sakkarai Pongal,"rice, ghee, jaggery, cardamom powder",vegetarian,15,30,sweet,dessert,Tamil Nadu,South
Sandesh,"chhena, milk, sugar, cardamom powder",vegetarian,25,15,sweet,dessert,West Bengal,East
Sarson Ka Saag,"mustard greens, butter, spices",vegetarian,20,45,savory,main course,Punjab,North
Sarson Ka Saag,"mustard leaves, mustard, spices",vegetarian,25,40,savory,main course,Punjab,North
Schezwan Fried Rice,"capsicum, rice, vegetables, schezwan sauce",vegetarian,15,20,spicy,main course,Delhi,North
Shahi Chicken Curry,"chicken, almond, cashew,  tomato",Non-vegetarian ,25,40,spicy,main course,Punjab,North
Shahi Kheer,"Rice, almond, milk, sugar",vegetarian ,15,35,sweet ,dessert ,Delhi,North
Shahi Kofta,"Paneer, almond, cashew, cream",vegetarian ,30,40,spicy,main course,Mughlai,North
Shahi Kofta,"paneer, milk, spices, tomato gravy",vegetarian,30,40,spicy,main course,Mughlai,North
Shahi Paneer,"Paneer, almond, onion, tomato",vegetarian ,20,30,spicy ,main course, Punjab ,North
Shahi Paneer,"paneer, cream, onion, milk",vegetarian,20,30,spicy,main course,Punjab,North
Shahi Paneer,"paneer, cream, onion, tomato",vegetarian,20,30,spicy,main course,Punjab,North
Shahi Tukda,"Bread, almond, milk,  ghee, pistachio",vegetarian ,20,30,sweet ,dessert ,Hyderabad,South
Shakarpara,"flour, ghee, sugar",vegetarian,15,20,sweet,snack,North India,North
Shami Kebab,"mutton, chana dal, spices",non vegetarian,30,25,spicy,starter,Uttar Pradesh,North
Sheer Khurma,"Vermicelli, almond, milk, ghee, pistachios",vegetarian ,20,30,sweet ,dessert ,Hyderabad,South
Sheera,"semolina, ghee, sugar, cardamom powder",vegetarian,10,20,sweet,dessert,Maharashtra,West
Shengdana Amti,"peanut, tamarind pulp, jaggery, red chili powder",vegetarian ,15,25,spicy ,main course,Maharashtra,West
Shengdana Chutney,"peanut, dried red chilies, cumin seeds, garlic",vegetarian,10,5,spicy,side dish,Maharashtra,West
Shengdana Usal,"peanut, onion, coconut, red chili powder",vegetarian ,20,30,spicy ,main course,Maharashtra,West
Shorshe Bata Maach,"fish, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Shorshe Ilish,"fish, mustard paste, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Shrikhand,"yogurt, milk, cardamom powder, saffron",vegetarian,15,0,sweet,dessert,Gujarat,West
Shukto,"mustard, bitter gourd, vegetables, milk",vegetarian,20,30,bitter,main course,West Bengal,East
Sitabhog,"rice flour, ghee, sugar",vegetarian,20,20,sweet,dessert,West Bengal,East
Sooji Halwa,"semolina, ghee, sugar, cardamom powder",vegetarian,10,20,sweet,dessert,Delhi,North
Sorisa Baigana,"eggplant, mustard, spices",vegetarian,15,20,savory,main course,Odisha,East
Sorisa Bhendi,"okra, mustard, spices",vegetarian,15,20,savory,main course,Odisha,East
Sorisa Machha,"fish, mustard, spices",non vegetarian,20,25,spicy,main course,Odisha,East
Sorshe Chingri,"prawn, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Ilish,"hilsa fish, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Katla,"katla fish, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Koi,"koi fish, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Pabda,"pabda fish, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Parshe,"parshe fish, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Pomfret,"pomfret, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Rui,"rohu fish, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Tangra,"tangra fish, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Stuffed Bell Pepper,"capsicum, rice, potato, spices",vegetarian,25,30,savory,main course,Punjab,North
Stuffed Bitter Gourd,"bitter gourd, onion, spices",vegetarian,25,35,bitter,main course,Punjab,North
Sutarfeni,"flour, ghee, sugar",vegetarian,20,20,sweet,dessert,Gujarat,West
Sweet Lassi,"yogurt, milk, sugar, cardamom powder",vegetarian,10,0,sweet,beverage,Punjab,North
Sweet Pongal,"rice, ghee, jaggery, cashew",vegetarian,15,30,sweet,dessert,Tamil Nadu,South
Tamarind Rice with Peanuts,"Rice, peanut, tamarind pulp, red chilies",vegetarian ,15,20,tangy ,main course,Andhra Pradesh,South
Tawa Pulao,"capsicum, rice, tomato, pav bhaji masala",vegetarian,15,20,spicy,main course,Maharashtra,West
Thekua,"wheat flour, ghee, jaggery",vegetarian,20,20,sweet,snack,Bihar,East
Til Peanut Ladoo,"Sesame seeds, peanut, jaggery, ghee",vegetarian ,15,15,Sweet ,dessert,Maharashtra,West
Tofu Chilli,"tofu, capsicum, onion, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Tomato Aloo Curry,"tomato, potato, cumin, spices",vegetarian,15,25,spicy,main course,Uttar Pradesh,North
Tomato Bath,"tomato, rice, onion, spices",vegetarian,15,25,spicy,main course,Karnataka,South
Tomato Bhaji,"tomato, onion, green chili, spices",vegetarian,10,20,spicy,side dish,Maharashtra,West
Tomato Bhajiya,"tomato, gram flour, chili, oil",vegetarian,15,15,spicy,snack,Gujarat,West
Tomato Bhat,"tomato, rice, onion, spices",vegetarian,15,25,spicy,main course,Karnataka,South
Tomato Bhel,"tomato, puffed rice, chutney, sev",vegetarian,10,0,tangy,snack,Maharashtra,West
Tomato Chaat,"tomato, onion, lemon juice, spices",vegetarian,10,0,tangy,snack,Delhi,North
Tomato Chokha,"tomato, mustard oil, onion, chili",vegetarian,15,15,spicy,side dish,Bihar,East
Tomato Chutney,"tomato, garlic, red chili, mustard seeds",vegetarian,10,15,spicy,side dish,Andhra Pradesh,South
Tomato Chutney,"tomato, mustard seeds, sugar",vegetarian,10,20,sweet,side dish,West Bengal,East
Tomato Coconut Curry,"tomato, coconut milk, spices",vegetarian,15,25,mild,main course,Kerala,South
Tomato Curry,"tomato, onion, garlic, spices",vegetarian,15,25,spicy,main course,Maharashtra,West
Tomato Cutlet,"tomato, potato, breadcrumbs, spices",vegetarian,20,15,savory,snack,Delhi,North
Tomato Dal,"tomato, lentils, onion, spices",vegetarian,15,30,spicy,main course,Punjab,North
Tomato Dhokla,"tomato, gram flour, yogurt",vegetarian,25,20,savory,snack,Gujarat,West
Tomato Dosa,"tomato, rice batter, red chili",vegetarian,15,15,savory,breakfast,Karnataka,South
Tomato Ghassi,"tomato, coconut, tamarind, spices",vegetarian,20,25,spicy,main course,Karnataka,South
Tomato Gojju,"tomato, jaggery, tamarind, spices",vegetarian,15,20,tangy,side dish,Karnataka,South
Tomato Halwa,"tomato, sugar, ghee, cardamom",vegetarian,20,35,sweet,dessert,Karnataka,South
Tomato Handvo,"tomato, rice, lentils, yogurt",vegetarian,30,40,savory,snack,Gujarat,West
Tomato Jam,"tomato, sugar, lemon juice",vegetarian,15,30,sweet,dessert,Goa,West
Tomato Kachori,"tomato, flour, spices, oil",vegetarian,25,20,spicy,snack,Rajasthan,North
Tomato Kofta,"tomato, gram flour, spices, gravy",vegetarian,25,35,spicy,main course,Punjab,North
Tomato Kootu,"tomato, lentils, coconut, spices",vegetarian,15,25,mild,main course,Tamil Nadu,South
Tomato Mushroom Masala,"tomato, mushroom, onion, spices",vegetarian,20,30,spicy,main course,Punjab,North
Tomato Muthia,"tomato, wheat flour, spices",vegetarian,25,20,savory,snack,Gujarat,West
Tomato Pachadi,"tomato, yogurt, green chili, mustard seeds",vegetarian,10,15,spicy,side dish,Andhra Pradesh,South
Tomato Pakora,"tomato, gram flour, spices, oil",vegetarian,15,15,spicy,snack,Punjab,North
Tomato Palya,"tomato, curry leaves, mustard seeds, spices",vegetarian,10,15,spicy,side dish,Karnataka,South
Tomato Paneer Curry,"tomato, paneer, onion, spices",vegetarian,20,30,spicy,main course,Punjab,North
Tomato Pappu,"tomato, toor dal, garlic, spices",vegetarian,15,30,spicy,main course,Andhra Pradesh,South
Tomato Paratha,"tomato, wheat flour, spices",vegetarian,20,15,savory,breakfast,Punjab,North
Tomato Payasam,"tomato, milk, sugar, cardamom",vegetarian,15,25,sweet,dessert,Kerala,South
Tomato Peas Curry,"tomato, peas, onion, spices",vegetarian,15,25,spicy,main course,Delhi,North
Tomato Pickle,"tomato, red chili, mustard seeds, oil",vegetarian,20,20,spicy,side dish,Andhra Pradesh,South
Tomato Pulav,"tomato, rice, peas, spices",vegetarian,15,25,spicy,main course,Delhi,North
Tomato Rasam,"tomato, tamarind, garlic, cumin",vegetarian,15,20,spicy,soup,Tamil Nadu,South
Tomato Relish,"tomato, vinegar, sugar, spices",vegetarian,15,20,tangy,side dish,Goa,West
Tomato Rice,"tomato, rice, onion, curry leaves",vegetarian,15,25,spicy,main course,Tamil Nadu,South
Tomato Saar,"tomato, coconut, jaggery, spices",vegetarian,15,20,spicy,soup,Karnataka,South
Tomato Sabzi,"tomato, potato, cumin, spices",vegetarian,15,20,spicy,main course,Rajasthan,North
Tomato Sambar,"tomato, lentils, tamarind, vegetables",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Tomato Sandwich,"tomato, bread, butter, pepper",vegetarian,10,5,savory,snack,Mumbai,West
Tomato Sevai,"tomato, vermicelli, curry leaves, spices",vegetarian,10,15,savory,breakfast,Tamil Nadu,South
Tomato Shorba,"tomato, butter, cream, spices",vegetarian,15,20,mild,soup,North India,North
Tomato Shorba,"tomato, garlic, spices, coriander",vegetarian,15,20,spicy,soup,North India,North
Tomato Soup,"tomato, butter, pepper, cream",vegetarian,15,20,mild,soup,Delhi,North
Tomato Thepla,"tomato, wheat flour, fenugreek, spices",vegetarian,20,15,savory,breakfast,Gujarat,West
Tomato Thokku,"tomato, garlic, red chili, sesame oil",vegetarian,15,25,spicy,side dish,Tamil Nadu,South
Tomato Toast,"tomato, bread, butter, herbs",vegetarian,10,10,savory,snack,Delhi,North
Tomato Upma,"tomato, semolina, curry leaves, mustard seeds",vegetarian,10,20,savory,breakfast,Karnataka,South
Tomato Uttapam,"tomato, rice batter, onion, spices",vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Ukadiche Modak,"rice flour, ghee, coconut, jaggery",vegetarian,25,20,sweet,dessert,Maharashtra,West
Unniyappam,"rice flour, ghee, jaggery, banana",vegetarian,20,20,sweet,snack,Kerala,South
Unniyappam,"banana, rice flour, jaggery, coconut",vegetarian,20,20,sweet,snack,Kerala,South
Vangi Bath,"Rice, brinjal, peanut, chana dal",vegetarian ,20,25,spicy ,main course,Karnataka,South
Veg Chettinad,"capsicum, vegetables, coconut, spices",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Veg Club Sandwich,"capsicum, bread, cucumber, butter",vegetarian,10,5,savory,snack,Maharashtra,West
Veg Crispy,"capsicum, vegetables, corn flour",vegetarian,20,15,spicy,starter,Delhi,North
Veg Hot and Sour Soup,"capsicum, cabbage, carrot, vinegar",vegetarian,15,20,spicy,soup,Delhi,North
Veg Kolhapuri,"capsicum, carrot, peas, spices",vegetarian,20,30,spicy,main course,Maharashtra,West
Veg Makhanwala,"mixed vegetables, butter, cream, spices",vegetarian,20,30,spicy,main course,Punjab,North
Veg Noodles,"capsicum, noodles, cabbage, carrot",vegetarian,15,20,savory,main course,Delhi,North
Veg Spring Dosa,"capsicum, rice batter, vegetables",vegetarian,20,20,savory,breakfast,Karnataka,South
Veg Wrap,"capsicum, roti, vegetables, sauce",vegetarian,15,15,savory,snack,Delhi,North
Vegetable Au Gratin Indian Style,"capsicum, vegetables, cheese",vegetarian,25,35,savory,main course,Goa,West
Vegetable Burger,"capsicum, potato patty, bun",vegetarian,15,15,savory,snack,Delhi,North
Vegetable Clear Soup,"capsicum, cabbage, carrot, pepper",vegetarian,15,20,mild,soup,Delhi,North
Vegetable Kebab,"capsicum, potato, carrot, spices",vegetarian,20,15,spicy,starter,Delhi,North
Vegetable Korma,"Mixed vegetables, almond, coconut, yogurt",vegetarian ,20,30,mild,main course,Karnataka,South
Vegetable Kurma,"capsicum, carrot, beans, coconut",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Vegetable Maggi,"capsicum, noodles, carrot, peas",vegetarian,10,10,savory,snack,Delhi,North
Vegetable Omelette Curry,"capsicum, egg, onion, spices",non vegetarian,20,25,spicy,main course,West Bengal,East
Vegetable Pizza Dosa,"capsicum, rice batter, onion, cheese",vegetarian,20,20,savory,breakfast,Karnataka,South
Vegetable Poha,"capsicum, flattened rice, onion, spices",vegetarian,10,15,savory,breakfast,Maharashtra,West
Vegetable Samosa,"capsicum, potato, peas, flour",vegetarian,25,20,savory,snack,Uttar Pradesh,North
Vegetable Stir Fry,"capsicum, broccoli, carrot, spices",vegetarian,15,20,savory,main course,Delhi,North
Ven Pongal,"rice, moong dal, ghee, pepper",vegetarian,15,25,savory,breakfast,Tamil Nadu,South
Ven Pongal,"moong dal, rice, black pepper, ghee",vegetarian,15,25,savory,breakfast,Tamil Nadu,South
Verkadalai Sundal,"peanut, coconut, curry leaves, green chilies",vegetarian,10,20,mild,snack,Tamil Nadu,South
Zarda Rice,"Basmati rice, almond, raisins, ghee",vegetarian ,15,30,sweet ,dessert ,Hyderabad ,South
Achari Aloo,"potato, mustard seeds, pickle spices",vegetarian,15,20,spicy,main course,Punjab,North
Achari Baingan,"eggplant, mustard seeds, pickle spices",vegetarian,15,25,spicy,main course,Punjab,North
Achari Bhindi,"okra, mustard seeds, pickle spices",vegetarian,15,20,spicy,main course,Punjab,North
Achari Gobhi,"cauliflower, mustard seeds, pickle spices",vegetarian,15,25,spicy,main course,Punjab,North
Achari Paneer,"paneer, pickle spices, yogurt, onion",vegetarian,20,25,spicy,main course,Punjab,North
Achari Paneer,"paneer, mustard seeds, pickle spices",vegetarian,20,25,spicy,main course,Punjab,North
Ada Pradhaman,"rice ada, ghee, jaggery, coconut milk",vegetarian,20,35,sweet,dessert,Kerala,South
Akki Payasa,"rice, ghee, milk, sugar",vegetarian,15,30,sweet,dessert,Karnataka,South
Almond Pulao,"Basmati rice, almond, saffron, ghee",vegetarian ,15,25,mild,main course,Kashmir,North
Aloo Paratha,"potato, whole wheat flour, butter, spices",vegetarian,25,20,savory,breakfast,Punjab,North
Aloo Posto,"potato, mustard oil, poppy seeds",vegetarian,15,20,savory,main course,West Bengal,East
American Chopsuey,"capsicum, noodles, vegetables, sauce",vegetarian,20,25,savory,main course,Delhi,North
Amritsari Kulcha,"flour, potato, butter, onion",vegetarian,30,20,savory,main course,Punjab,North
Anda Ghotala,"egg, butter, onion, tomato",non vegetarian,15,20,spicy,main course,Gujarat,West
Anda Masala,"egg, onion, tomato, ginger",non vegetarian,15,25,spicy,main course,Delhi,North
Anda Pav,"egg, pav bread, onion, spices",non vegetarian,10,10,savory,snack,Maharashtra,West
Aravana Payasam,"rice, ghee, jaggery",vegetarian,20,35,sweet,dessert,Kerala,South
Atta Halwa,"whole wheat flour, ghee, sugar",vegetarian,15,20,sweet,dessert,Punjab,North
Baby Corn Manchurian,"capsicum, baby corn, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Badam Barfi,"almond, sugar, milk, ghee",vegetarian ,20,25,sweet ,dessert ,Gujarat,West
Badam Basundi,"milk, almond, sugar, saffron",vegetarian ,15,45,sweet ,dessert,Gujarat,West
Badam Burfi,"almond, sugar, milk, ghee",vegetarian ,20,25,sweet ,dessert ,Gujarat,West
Badam Chikki,"almond, jaggery, ghee",vegetarian ,10,15,sweet ,dessert ,Maharashtra,West
Badam Chocolate Barfi,"almond, cocoa powder, milk, ghee",vegetarian ,20,25,sweet ,dessert ,Gujarat,West
Badam Coconut Ladoo,"almond, coconut, milk, cardamom powder",vegetarian ,15,15,sweet ,dessert,Maharashtra,West
Badam Halwa,"almond, milk, sugar, ghee",vegetarian ,20,40,sweet ,dessert ,Karnataka ,South
Badam Ice Cream,"almond, milk, cream, sugar",vegetarian ,20,30,sweet ,dessert ,Delhi,North
Badam Kalakand,"almond, milk, paneer, sugar",vegetarian ,20,30,sweet ,dessert,Uttar Pradesh,North
Badam Katli,"almond, sugar, rose water, cardamom powder",vegetarian ,20,20,sweet ,dessert ,Rajasthan,North
Badam Kesari,"almond, semolina, sugar, ghee",vegetarian ,15,25,sweet ,dessert ,Karnataka,South
Badam Kheer,"almond, milk, sugar, saffron",vegetarian ,15,30,sweet ,dessert ,Uttar Pradesh,North
Badam Kulfi,"almond, milk, sugar, saffron",vegetarian ,20,40,sweet ,dessert ,Uttar Pradesh,North
Badam Ladoo,"almond, jaggery, ghee, cardamom powder",vegetarian ,15,15,sweet ,dessert ,Maharashtra,West
Badam Makhana Kheer,"almond, fox nuts (makhana), milk, sugar",vegetarian ,15,30,sweet ,dessert,Uttar Pradesh,North
Badam Milk,"almond, milk, sugar, saffron",vegetarian ,10,15,sweet ,beverage,Tamil Nadu,South
Badam Modak,"almond, coconut, jaggery, cardamom powder",vegetarian ,20,15,sweet ,dessert ,Maharashtra,West
Badam Payasam,"almond, milk, sugar, ghee",vegetarian ,15,30,sweet ,dessert,Kerala,South
Badam Peda,"almond, milk, cardamom powder",vegetarian ,20,15,sweet ,dessert ,Uttar Pradesh,North
Badam Phirni,"almond, rice, milk, saffron",vegetarian ,20,35,sweet ,dessert ,Punjab,North
Badam Rabri,"milk, almond, sugar, saffron",vegetarian ,15,45,sweet ,dessert ,Uttar Pradesh,North
Badam Sharbat,"almond, milk, sugar, rose syrup",vegetarian ,15,10,sweet ,beverage,Hyderabad,South
Badam Sheera,"almond, semolina, milk,  ghee",vegetarian ,15,25,sweet ,dessert ,Maharashtra,West
Badami Aloo Curry,"Potatoes, almond, onion, tomato",vegetarian ,20,30,spicy ,main course,Kashmir,North
Badami Chicken,"chicken, almond, yogurt, onion",Non-vegetarian ,25,40,spicy,main course,Hyderabad,South
Badami Gosht,"mutton, lmonds, yogurt, onion",Non-vegetarian ,30,60,spicy,main course,Hyderabad,South
Badami Lassi,"Yogurt, almond, sugar, cardamom powder",vegetarian ,10,0,sweet ,beverage,Punjab,North
Badami Sewaiyan,"Vermicelli, almond, milk, sugar",vegetarian ,15,25,sweet ,dessert ,Hyderabad ,South
Badami Vegetable Curry,"Mixed vegetables, almond, onion, tomato",vegetarian ,20,30,spicy ,main course,Kashmir,North
Bafla,"wheat flour, butter, lentils, spices",vegetarian,30,45,savory,main course,Madhya Pradesh,Central
Balushahi,"flour, ghee, sugar syrup",vegetarian,20,25,sweet,dessert,Uttar Pradesh,North
Banana Appam,"banana, rice flour, jaggery, cardamom",vegetarian,20,20,sweet,snack,Kerala,South
Banana Avial,"banana, vegetables, coconut, yogurt",vegetarian,20,30,mild,main course,Kerala,South
Banana Barfi,"banana, milk, sugar, ghee",vegetarian,20,30,sweet,dessert,Uttar Pradesh,North
Banana Bhaji,"banana, gram flour, chili powder, oil",vegetarian,15,15,spicy,snack,Maharashtra,West
Banana Bonda,"banana, flour, sugar, cardamom",vegetarian,15,15,sweet,snack,Tamil Nadu,South
Banana Chaat,"banana, chaat masala, lemon juice, onion",vegetarian,10,0,tangy,snack,Delhi,North
Banana Chilla,"banana, gram flour, cardamom, sugar",vegetarian,15,15,sweet,breakfast,Rajasthan,North
Banana Chips,"banana, coconut oil, salt",vegetarian,10,15,salty,snack,Kerala,South
Banana Curry,"banana, coconut, spices, curry leaves",vegetarian,15,25,spicy,main course,Kerala,South
Banana Cutlet,"banana, potato, breadcrumbs, spices",vegetarian,20,15,savory,snack,Delhi,North
Banana Dosa,"banana, rice flour, jaggery, cardamom",vegetarian,15,15,sweet,breakfast,Karnataka,South
Banana Erissery,"banana, coconut, cumin, curry leaves",vegetarian,20,25,mild,main course,Kerala,South
Banana Halwa,"banana, sugar, ghee, cardamom",vegetarian,20,40,sweet,dessert,Kerala,South
Banana Idli,"banana, rice batter, jaggery",vegetarian,20,15,sweet,breakfast,Tamil Nadu,South
Banana Kesari,"banana, semolina, sugar, ghee",vegetarian,15,20,sweet,dessert,Karnataka,South
Banana Kheer,"banana, milk, sugar, cardamom",vegetarian,15,25,sweet,dessert,Tamil Nadu,South
Banana Kootu,"banana, lentils, coconut, spices",vegetarian,15,25,mild,main course,Tamil Nadu,South
Banana Kozhukattai,"banana, rice flour, coconut, jaggery",vegetarian,20,20,sweet,snack,Tamil Nadu,South
Banana Ladoo,"banana, coconut, jaggery, ghee",vegetarian,15,15,sweet,dessert,Karnataka,South
Banana Malpua,"banana, flour, milk, sugar syrup",vegetarian,20,25,sweet,dessert,Rajasthan,North
